Init matrix 
	 0	 915	 335	 492	 421	 27	 59	 926	 426	 736	 0	 567	 782	 862	 67	 929	 22	 69	 393	 11	 229	 421	 784	 198	 315	 413	 91	 956	 862	 0
	 281	 0	 327	 505	 729	 857	 895	 545	 367	 364	 750	 808	 178	 584	 651	 399	 60	 368	 12	 586	 539	 570	 378	 601	 902	 492	 756	 280	 441	 689
	 619	 729	 0	 771	 675	 927	 856	 353	 965	 683	 624	 871	 829	 19	 368	 715	 149	 723	 245	 451	 555	 488	 228	 350	 500	 764	 914	 0	 743	 227
	 859	 432	 437	 0	 474	 858	 29	 235	 818	 143	 928	 776	 443	 613	 606	 904	 128	 369	 917	 324	 470	 490	 772	 644	 505	 954	 669	 542	 197	 0
	 804	 611	 828	 343	 0	 422	 810	 801	 730	 305	 736	 626	 465	 416	 258	 637	 624	 36	 899	 550	 71	 131	 930	 894	 163	 981	 996	 773	 668	 95
	 466	 340	 684	 542	 107	 0	 418	 412	 172	 9	 210	 587	 301	 372	 255	 599	 904	 811	 667	 228	 150	 658	 224	 269	 81	 84	 972	 850	 385	 299
	 42	 713	 190	 590	 581	 336	 0	 4	 769	 776	 255	 142	 0	 993	 621	 504	 961	 326	 944	 202	 784	 842	 528	 872	 958	 36	 753	 303	 133	 890
	 567	 368	 500	 788	 249	 303	 363	 0	 892	 125	 996	 188	 729	 460	 921	 304	 27	 748	 902	 697	 43	 2	 403	 681	 538	 151	 134	 692	 127	 629
	 964	 429	 335	 900	 971	 0	 0	 988	 0	 144	 390	 340	 569	 232	 42	 117	 761	 309	 425	 367	 234	 626	 57	 168	 358	 386	 346	 994	 552	 529
	 290	 970	 80	 593	 627	 886	 355	 90	 479	 0	 274	 641	 433	 888	 566	 0	 856	 606	 849	 205	 217	 945	 873	 873	 289	 607	 757	 471	 100	 618
	 25	 74	 157	 493	 270	 417	 569	 622	 173	 431	 0	 292	 57	 521	 574	 947	 231	 537	 54	 98	 81	 516	 231	 796	 338	 218	 970	 812	 977	 536
	 176	 207	 857	 499	 127	 236	 0	 105	 49	 711	 934	 0	 614	 768	 918	 0	 822	 717	 93	 126	 486	 543	 814	 179	 762	 88	 710	 294	 346	 137
	 153	 573	 925	 710	 217	 963	 90	 130	 571	 633	 789	 604	 0	 250	 503	 6	 639	 120	 226	 677	 981	 0	 36	 770	 211	 532	 379	 270	 172	 234
	 283	 398	 0	 0	 950	 573	 59	 47	 82	 0	 204	 443	 486	 0	 262	 683	 848	 324	 122	 335	 457	 747	 776	 218	 703	 933	 959	 806	 720	 308
	 698	 376	 715	 171	 559	 10	 224	 0	 0	 109	 81	 338	 426	 147	 0	 532	 281	 0	 179	 254	 131	 857	 181	 603	 433	 181	 415	 825	 722	 551
	 32	 181	 415	 708	 999	 297	 776	 977	 587	 382	 266	 860	 211	 86	 930	 0	 476	 820	 525	 839	 490	 360	 643	 928	 621	 955	 225	 570	 853	 722
	 350	 97	 126	 71	 149	 528	 398	 610	 577	 976	 552	 87	 99	 566	 17	 0	 0	 184	 776	 0	 428	 528	 593	 197	 672	 445	 325	 283	 127	 421
	 334	 334	 159	 957	 761	 972	 716	 850	 482	 217	 173	 506	 364	 263	 172	 537	 828	 0	 856	 341	 352	 511	 517	 83	 0	 300	 638	 364	 32	 104
	 679	 412	 969	 170	 844	 649	 465	 326	 183	 969	 152	 393	 289	 0	 673	 735	 295	 313	 0	 355	 793	 156	 0	 823	 171	 677	 245	 761	 0	 50
	 0	 75	 42	 659	 289	 469	 551	 383	 133	 304	 981	 666	 967	 192	 902	 131	 174	 718	 183	 0	 573	 62	 933	 496	 141	 726	 0	 393	 948	 30
	 0	 898	 562	 719	 641	 10	 726	 789	 708	 938	 493	 710	 905	 613	 638	 421	 829	 180	 95	 24	 0	 569	 969	 0	 30	 663	 279	 649	 351	 464
	 330	 515	 915	 881	 634	 0	 722	 773	 519	 354	 124	 259	 418	 712	 705	 733	 734	 315	 87	 669	 487	 0	 562	 610	 960	 911	 829	 816	 821	 605
	 579	 528	 447	 45	 787	 551	 386	 426	 794	 506	 0	 417	 921	 480	 994	 123	 933	 317	 931	 709	 156	 69	 0	 171	 569	 801	 652	 340	 743	 91
	 527	 878	 0	 196	 333	 186	 370	 568	 141	 639	 263	 590	 202	 631	 257	 571	 683	 225	 540	 972	 0	 158	 356	 0	 446	 0	 883	 0	 825	 216
	 174	 596	 267	 13	 519	 650	 832	 279	 953	 295	 107	 937	 976	 584	 83	 492	 496	 939	 735	 873	 164	 251	 0	 530	 0	 986	 625	 591	 407	 0
	 561	 0	 53	 427	 819	 581	 768	 639	 0	 988	 320	 98	 18	 463	 695	 505	 142	 98	 472	 853	 797	 547	 516	 912	 877	 0	 932	 35	 107	 49
	 861	 334	 325	 428	 763	 115	 381	 185	 100	 408	 349	 879	 0	 914	 775	 986	 626	 616	 569	 409	 515	 833	 776	 613	 300	 786	 0	 508	 416	 982
	 540	 826	 565	 499	 546	 853	 303	 0	 432	 807	 834	 596	 984	 324	 465	 716	 343	 187	 602	 360	 879	 0	 293	 628	 708	 942	 996	 0	 500	 487
	 332	 950	 633	 880	 293	 854	 444	 323	 751	 873	 465	 681	 683	 977	 14	 769	 107	 391	 411	 587	 836	 439	 620	 371	 418	 0	 883	 567	 0	 674
	 433	 457	 949	 523	 292	 629	 335	 140	 43	 339	 25	 653	 0	 220	 204	 983	 721	 997	 127	 728	 0	 227	 520	 221	 883	 267	 382	 511	 553	 0

 APSP matrix 
	 0	 0	 0	 12	 107	 0	 0	 0	 0	 9	 0	 98	 0	 12	 26	 6	 22	 26	 12	 11	 0	 0	 12	 0	 26	 0	 11	 0	 12	 0
	 12	 0	 12	 12	 119	 12	 12	 12	 12	 12	 12	 110	 12	 12	 26	 12	 34	 26	 12	 23	 12	 12	 12	 12	 26	 12	 23	 12	 12	 12
	 19	 19	 0	 19	 107	 0	 19	 0	 19	 9	 19	 114	 19	 19	 44	 9	 27	 44	 31	 27	 19	 0	 31	 19	 44	 19	 27	 0	 31	 19
	 0	 0	 0	 0	 107	 0	 0	 0	 0	 9	 0	 98	 0	 12	 26	 6	 22	 26	 12	 11	 0	 0	 12	 0	 26	 0	 11	 0	 12	 0
	 36	 36	 36	 48	 0	 36	 36	 36	 36	 45	 36	 134	 36	 48	 62	 42	 58	 36	 48	 47	 36	 36	 36	 36	 36	 36	 47	 36	 48	 36
	 41	 41	 41	 53	 107	 0	 41	 41	 41	 9	 41	 139	 41	 53	 67	 9	 63	 67	 53	 52	 41	 41	 53	 41	 67	 41	 52	 41	 53	 41
	 31	 31	 31	 43	 107	 0	 0	 4	 31	 9	 31	 118	 0	 43	 48	 6	 31	 48	 43	 31	 31	 0	 36	 31	 48	 31	 31	 31	 43	 31
	 27	 27	 27	 39	 109	 2	 27	 0	 27	 11	 27	 114	 27	 39	 44	 11	 27	 44	 39	 27	 27	 2	 39	 27	 44	 27	 27	 27	 39	 27
	 31	 31	 31	 43	 107	 0	 0	 4	 0	 9	 31	 118	 0	 43	 42	 6	 31	 42	 43	 31	 31	 0	 36	 31	 42	 31	 31	 31	 43	 31
	 32	 32	 32	 44	 139	 32	 32	 32	 32	 0	 32	 130	 32	 44	 58	 0	 54	 58	 44	 43	 32	 32	 44	 32	 58	 32	 43	 32	 44	 32
	 25	 25	 25	 37	 132	 25	 25	 25	 25	 34	 0	 123	 25	 37	 51	 31	 47	 51	 37	 36	 25	 25	 37	 25	 51	 25	 36	 25	 37	 25
	 31	 31	 31	 43	 107	 0	 0	 4	 31	 9	 31	 0	 0	 43	 48	 0	 31	 48	 43	 31	 31	 0	 36	 31	 48	 31	 31	 31	 43	 31
	 38	 38	 38	 50	 107	 0	 38	 38	 38	 9	 36	 136	 0	 50	 64	 6	 60	 64	 50	 49	 38	 0	 36	 38	 64	 38	 49	 38	 50	 38
	 0	 0	 0	 0	 107	 0	 0	 0	 0	 0	 0	 98	 0	 0	 26	 0	 22	 26	 12	 11	 0	 0	 12	 0	 26	 0	 11	 0	 12	 0
	 0	 0	 0	 12	 107	 0	 0	 0	 0	 9	 0	 98	 0	 12	 0	 6	 22	 0	 12	 11	 0	 0	 0	 0	 0	 0	 11	 0	 12	 0
	 32	 32	 32	 44	 139	 32	 32	 32	 32	 41	 32	 130	 32	 44	 58	 0	 54	 58	 44	 43	 32	 32	 44	 32	 58	 32	 43	 32	 44	 32
	 0	 0	 0	 12	 107	 0	 0	 0	 0	 9	 0	 87	 0	 12	 17	 0	 0	 17	 12	 0	 0	 0	 12	 0	 17	 0	 0	 0	 12	 0
	 0	 0	 0	 12	 107	 0	 0	 0	 0	 9	 0	 98	 0	 12	 26	 6	 22	 0	 12	 11	 0	 0	 0	 0	 0	 0	 11	 0	 12	 0
	 0	 0	 0	 0	 107	 0	 0	 0	 0	 0	 0	 98	 0	 0	 14	 0	 22	 14	 0	 11	 0	 0	 0	 0	 14	 0	 11	 0	 0	 0
	 0	 0	 0	 12	 107	 0	 0	 0	 0	 9	 0	 98	 0	 12	 26	 6	 22	 26	 12	 0	 0	 0	 12	 0	 26	 0	 0	 0	 12	 0
	 0	 0	 0	 12	 107	 0	 0	 0	 0	 9	 0	 98	 0	 12	 26	 6	 22	 26	 12	 11	 0	 0	 12	 0	 26	 0	 11	 0	 12	 0
	 41	 41	 41	 53	 107	 0	 41	 41	 41	 9	 41	 139	 41	 53	 67	 9	 63	 67	 53	 52	 41	 0	 53	 41	 67	 41	 52	 41	 53	 41
	 25	 25	 25	 37	 132	 25	 25	 25	 25	 34	 0	 123	 25	 37	 51	 31	 47	 51	 37	 36	 25	 25	 0	 25	 51	 25	 36	 25	 37	 25
	 0	 0	 0	 12	 107	 0	 0	 0	 0	 9	 0	 98	 0	 12	 26	 6	 22	 26	 12	 11	 0	 0	 12	 0	 26	 0	 11	 0	 12	 0
	 0	 0	 0	 12	 107	 0	 0	 0	 0	 9	 0	 98	 0	 12	 26	 6	 22	 26	 12	 11	 0	 0	 0	 0	 0	 0	 11	 0	 12	 0
	 12	 0	 12	 12	 107	 0	 0	 4	 0	 9	 12	 98	 0	 12	 26	 6	 31	 26	 12	 23	 12	 0	 12	 12	 26	 0	 23	 12	 12	 12
	 38	 38	 38	 50	 107	 0	 38	 38	 38	 9	 36	 136	 0	 50	 64	 6	 60	 64	 50	 49	 38	 0	 36	 38	 64	 38	 0	 38	 50	 38
	 27	 27	 27	 39	 107	 0	 27	 0	 27	 9	 27	 114	 27	 39	 44	 9	 27	 44	 39	 27	 27	 0	 39	 27	 44	 27	 27	 0	 39	 27
	 12	 0	 12	 12	 107	 0	 0	 4	 0	 9	 12	 98	 0	 12	 14	 6	 31	 14	 12	 23	 12	 0	 12	 12	 14	 0	 23	 12	 0	 12
	 0	 0	 0	 12	 107	 0	 0	 0	 0	 9	 0	 98	 0	 12	 26	 6	 22	 26	 12	 11	 0	 0	 12	 0	 26	 0	 11	 0	 12	 0
